"","x"
"1",12.2826537536099
"2",5.87881270180513
"3",3.16910866016405
"4",1.78741700358489
"5",1.59928986977062
"6",7.98226193615677
"7",36.5305292885647
"8",110.019411262608
"9",210.363848016418
"10",102.482812166587
"11",51.9671722001364
"12",57.8344465231207
"13",83.7374109497298
"14",69.0402837073997
"15",60.5430551307584
"16",65.0478391365988
"17",91.2458565490953
"18",186.275897167612
"19",152.483946450001
"20",105.867217014591
"21",76.8404781474185
"22",58.080230561915
"23",42.1511516209512
"24",26.5159435033409
"25",14.8168603813434
"26",7.44706133333716
"27",2.70678402466389
"28",1.2709198290761
"29",1.74855171384944
"30",7.28401064330813
"31",30.904817752786
"32",91.1468244007762
"33",190.206374915419
"34",110.015551732944
"35",53.2608115593621
"36",59.7849461385104
"37",81.5726773562366
"38",71.0528089955244
"39",62.2793501099716
"40",68.949103151181
"41",87.8153115310531
"42",148.240314459646
"43",114.027294657382
"44",72.839135405827
"45",47.1317191808297
"46",36.52782163162
"47",31.4187565870608
"48",25.0436099509221
"49",22.161689117449
"50",12.8637373971593
"51",11.8404847010441
"52",5.88236050864662
"53",1.75502363892104
"54",3.52068725872567
"55",10.3385750767153
"56",30.7432464614026
"57",54.4163918707045
"58",65.4377294732912
"59",72.988483357625
"60",83.2868061368748
"61",107.18889212527
"62",102.948467701332
"63",127.648630301695
"64",97.1043364746974
"65",98.0680422750411
"66",68.4600186571518
"67",55.8525505460426
"68",40.542277737351
"69",34.9400001005294
"70",33.8419943662114
"71",25.474567167601
"72",21.7498995479411
"73",16.8293969345523
"74",16.1670462827862
"75",8.67790953270152
"76",1.55787549590543
"77",2.29887183769753
"78",8.24965556228343
"79",24.8015554427123
"80",49.3693729296522
"81",77.2003276606479
"82",88.8513795402318
"83",108.870531007786
"84",103.522239294202
"85",101.259039578209
"86",107.781883570016
"87",100.159570722796
"88",93.1641696712468
"89",69.0712067691778
"90",50.2083578915214
"91",37.4482668049772
"92",29.409237982206
"93",22.4001301640026
"94",13.4755782146599
"95",7.26297467913604
"96",2.42251216203789
"97",1.07679526366619
"98",1.36409718996029
"99",4.30922796514967
"100",20.5400438999932
"101",69.6978658935678
"102",158.226907205859
"103",84.2680030139523
"104",44.8352334451899
"105",39.3126742147898
"106",47.931638921025
"107",47.9818515578704
"108",40.6808225933632
"109",54.3197711525613
"110",68.8870673385998
"111",132.303094219267
"112",125.817357982876
"113",87.8756485031027
"114",59.6982602050201
"115",42.2559704021153
"116",25.5577572560601
"117",15.1911089667834
"118",6.35096408366791
"119",3.01335684884032
"120",1.9104885630129
"121",1.69274439093191
"122",6.5081718856693
"123",30.9889583123922
"124",93.9925861153557
"125",181.847506026593
"126",99.1626224414241
"127",49.8806815521899
"128",47.9027214510646
"129",59.4896558710756
"130",62.1295728644103
"131",68.9885724040599
"132",77.4150089960855
"133",116.808630897079
"134",236.968557917815
"135",196.491021636206
"136",112.690249027444
"137",78.5207766922441
"138",58.6586793040276
"139",39.7521953668733
"140",20.9835985438504
"141",8.79430408104087
"142",4.15285323622861
"143",1.25130880911389
"144",4.4596493514413
"145",19.2363948021837
"146",60.01898100831
"147",130.655433591023
"148",63.480712556422
"149",27.6989861265174
"150",27.7439192618597
"151",24.1449491718164
"152",28.8056530982579
"153",24.1291166037857
"154",21.9782926684313
"155",38.0115367737767
"156",59.6681599005732
"157",75.9818357847446
"158",162.877902855092
"159",143.908928461348
"160",106.783556601259
"161",76.4711868410615
"162",55.9825207157014
"163",41.9027623783495
"164",26.2490905266236
"165",13.4194250001798
"166",7.03945313926024
"167",4.0184370678049
"168",1.97681957008601
"169",7.26941951520744
"170",27.3173277265754
"171",84.6603066154144
"172",190.440550693419
"173",68.2060731811303
"174",30.5675745304702
"175",30.623901034238
"176",28.8167240022489
"177",34.683617133287
"178",36.1558497655577
"179",53.5732847628501
"180",92.2565711827051
"181",151.786433952397
"182",131.740775292788
"183",91.8822188801832
"184",60.040062852461
"185",47.8620341734994
"186",44.9893189985257
"187",36.3537047480435
"188",28.9733294058681
"189",23.5641392500012
"190",19.5085695487274
"191",8.91307626011512
"192",2.59269103205628
"193",5.21437245193847
"194",13.964807210453
"195",43.1335861130593
"196",73.3465377191668
"197",84.9141752131494
"198",90.8045753234798
"199",98.155124640114
"200",117.057837351968
"201",111.287158450328
"202",104.330759428276
"203",108.755285382312
"204",124.790034711639
"205",87.6125085538492
"206",63.9795130422417
"207",54.8012573401794
"208",44.0901908887373
"209",36.2473688126374
"210",32.6516980804507
"211",24.4643234041866
"212",24.4585177566764
"213",21.9071265101704
"214",11.2751901144801
"215",3.4547378708239
"216",2.63723115895557
"217",10.7386570576247
"218",29.2907286455281
"219",60.4197155448922
"220",83.9433292818317
"221",106.042200302736
"222",155.108792262355
"223",145.165992419325
"224",130.865079725697
"225",143.426024973294
"226",143.54660122022
"227",114.372145814888
"228",87.9896631988209
"229",67.8949443987393
"230",52.2851012272537
"231",37.1866689556973
"232",28.1174269569236
"233",17.3049372977637
"234",8.62282643261915
"235",3.85357625424033
"236",2.52305227366144
"237",1.50557967375229
"238",1.61952997255964
"239",6.10704250809561
"240",26.656279597479
"241",79.8169608037486
"242",161.501544770152
"243",84.820645264691
"244",39.8200850821656
"245",40.3050287685005
"246",52.2146953224157
"247",52.2488032747422
"248",44.3542866211614
"249",43.9911423927356
"250",61.4615374159491
"251",124.182644134562
"252",123.499818207881
"253",138.271773695942
"254",37.3014836917449
"255",27.3369446549062
"256",28.8658204379422
"257",16.35988210435
"258",34.0522071867551
"259",23.5866039119644
"260",19.7221239211182
"261",10.0813070107742
"262",2.26171115686553
"263",3.37779433740405
"264",9.79847914622265
"265",31.4077954828518
"266",61.5775933341119
"267",97.576892358675
"268",124.713379312046
"269",172.277849862699
"270",204.460351377295
"271",170.682875643375
"272",179.454509599393
"273",164.694133458594
"274",138.86889879839
"275",105.978324556138
"276",78.8881097484785
"277",71.419743749793
"278",54.6257464533996
"279",34.7572115634249
"280",20.7699296918733
"281",20.6283475330342
"282",11.465755666631
"283",7.98795590996937
"284",3.23174885371373
"285",2.46266240910074
"286",3.44753025089829
"287",12.6980405777211
"288",34.4986940379892
"289",78.7701503567431
"290",91.3882130523431
"291",92.7943687691496
"292",111.411671566609
"293",110.687818195004
"294",68.288616968368
"295",102.301927675553
"296",82.930521450348
"297",52.172058916524
"298",91.4788423402061
"299",83.4201971748165
"300",76.52343936905
"301",35.3808795903558
"302",25.8723799349166
"303",17.4928256300985
"304",9.29002837591612
"305",25.0485040190686
"306",79.3605889957195
"307",168.502516386163
"308",84.8623937996051
"309",49.7935267880667
"310",43.0771581123595
"311",52.4050196568043
"312",59.8953525180808
"313",50.5292435726775
"314",58.4468859727106
"315",82.6649558607927
"316",166.735040084846
"317",170.627705176794
"318",99.7265189676548
"319",71.9013761803044
"320",52.6184875608631
"321",34.8701496621717
"322",19.7041157331165
"323",8.7137360591543
"324",3.28377217901491
"325",1.67190712900717
"326",1.41667386262754
"327",5.75054560784824
"328",28.2309591264423
"329",86.9940760376247
"330",186.678591044279
"331",106.750589977956
"332",58.501478586492
"333",54.8143425503151
"334",77.1967210102167
"335",76.390125299352
"336",71.7822473154904
"337",86.9030646280794
"338",123.864628606769
"339",224.028172824221
"340",212.454944098708
"341",147.899865992398
"342",80.5608395841737
"343",68.7464891115455
"344",53.1264953188339
"345",24.8257796895423
"346",12.2967107872352
"347",4.93108646321389
"348",2.83529743022975
"349",1.67929714737509
"350",7.95912144953449
"351",35.352682432568
"352",107.576008787145
"353",228.318518803022
"354",100.901019771779
"355",47.2840350488791
"356",60.7074752419912
"357",76.7934320025924
"358",82.4936478386004
"359",73.1836201091541
"360",44.219384970797
"361",63.7681874098436
"362",121.423294891382
"363",165.174815971093
"364",74.5349049553221
"365",87.0679680146444
"366",75.6735944200992
"367",33.9020602452318
"368",32.5695750803926
"369",9.87353867654598
"370",11.6039300725158
"371",5.11133233056558
"372",2.37924993444874
"373",10.3121481598069
"374",26.0768359301645
"375",75.8159385209397
"376",166.206117120707
"377",82.1213059834205
"378",50.8241025920389
"379",145.99949705959
"380",92.3449392341196
"381",95.2643439391901
"382",83.7039870849614
"383",107.03819953775
"384",108.328160516926
"385",172.673614581653
"386",158.163766375912
"387",97.7132420650488
"388",64.9620353860812
"389",55.9439003434712
"390",47.6742659416938
"391",36.9415088754765
"392",32.9242556684418
"393",23.0735526758972
"394",18.8028886675543
"395",8.99695511179647
"396",2.45775373404824
"397",2.19982714263004
"398",6.39467437718692
"399",15.7904065806016
"400",49.5567272407183
"401",76.1745456469572
"402",111.682273565296
"403",155.601347951122
"404",151.842482689155
"405",158.33174359085
"406",152.860554220839
"407",159.587704994006
"408",150.426997693582
"409",146.298341077839
"410",121.726963054946
"411",91.099415544354
"412",69.9017436050941
"413",54.8289386641677
"414",47.276718247891
"415",39.3258249126217
"416",29.6222898099978
"417",31.5355558159353
"418",26.7016574419488
"419",12.8887840675142
"420",3.11079415761373
"421",4.29896311304257
"422",11.6366650297952
"423",38.39010837466
"424",73.8245389260007
"425",109.522018214679
"426",156.819063570231
"427",205.457550302654
"428",238.532913304259
"429",209.615210763094
"430",199.585692284572
"431",203.676233680374
"432",152.516686350175
"433",127.133435214209
"434",101.059847355197
"435",79.5381422571304
"436",58.999081993812
"437",43.1044961033075
"438",23.686478243292
"439",11.4525442137401
"440",3.34985030970007
"441",1.07338215240762
"442",10.7039801167854
"443",41.0147534697617
"444",128.110146998926
"445",234.618841249445
"446",144.327305212273
"447",80.3518201162694
"448",116.394299909987
"449",139.35630710894
"450",68.4587715492056
"451",50.4579098917071
"452",40.2149870605092
"453",71.0791920377248
"454",110.872981658638
"455",170.594858377687
"456",81.3517198245028
"457",57.9983822151215
"458",72.0651977673024
"459",24.3748978931236
"460",20.4222190808562
"461",38.8517790243831
"462",30.6534115739652
"463",24.117896843888
"464",12.1198474170432
"465",2.77566208491642
"466",2.5434525333599
"467",3.92990625428834
"468",11.0813196943798
"469",35.4732773166598
"470",73.9948152274669
"471",128.721824102466
"472",152.175364427923
"473",193.546612043327
"474",222.298469510489
"475",222.066749759563
"476",190.208042072075
"477",207.882063863262
"478",151.923929922828
"479",116.753740845006
"480",83.4475378214728
"481",64.4611752039411
"482",46.367963504444
"483",35.1435162172718
"484",13.1341712277215
"485",8.52107336269974
"486",5.19123743330547
"487",4.10930216948025
"488",2.26989635343034
"489",11.9537887077272
"490",35.3984965945965
"491",73.3347161181066
"492",227.797256030915
"493",121.550140217822
"494",65.9686229695687
"495",81.1349618500312
"496",109.269908322905
"497",128.201891148923
"498",117.135880235583
"499",139.857080863073
"500",188.042919261944
"501",388.887308250844
"502",344.206170697386
"503",284.180680409291
"504",205.355914818321
"505",94.3540382447375
"506",70.4012039971887
"507",48.5784546543651
"508",18.0922134443278
"509",6.81271546604412
"510",4.90138537023714
"511",2.84928866892201
"512",3.12118792765805
"513",15.8642180145986
"514",73.2381474124064
"515",208.110567198286
"516",338.175661393161
"517",156.611412141492
"518",96.1871222321162
"519",107.054967106008
"520",143.661783464454
"521",153.498388653812
"522",140.311854855449
"523",152.55693258793
"524",239.029558360499
"525",486.065241457542
"526",459.922935491686
"527",243.573258696492
"528",147.263134218749
"529",107.155526570448
"530",74.2222605156646
"531",43.429535423465
"532",9.99903705449923
"533",3.66316221354308
"534",2.24766440293549
"535",2.67466089310016
"536",7.96324416107011
"537",59.3027754970863
"538",139.887848523711
"539",287.295945928813
"540",131.706272552787
"541",63.9506131725412
"542",55.5618058795029
"543",77.9709007442864
"544",46.2971757529206
"545",65.8213443749702
"546",88.6545188086637
"547",123.522955461144
"548",277.426529105371
"549",142.974484827625
"550",105.661221869134
"551",45.0572368581298
"552",28.7481420099045
"553",52.4215065795008
"554",30.7464933645931
"555",15.3380744867221
"556",5.06219729949976
"557",4.80850423602145
"558",2.77326061728946
"559",2.162883115831
"560",11.848220261236
"561",52.7733403617689
"562",76.0536449277379
"563",144.649771564329
"564",106.868038192779
"565",44.9050146125566
"566",57.6119278195676
"567",84.990415171117
"568",89.8486214754437
"569",77.7276175384041
"570",87.3923464153717
"571",123.340159397252
"572",264.998404370575
"573",237.673730504889
"574",181.212144933536
"575",114.376931309642
"576",79.9898334500757
"577",67.7774009693865
"578",42.4456939832591
"579",22.9520740324004
"580",8.67363624414631
"581",6.26865776933681
"582",3.31514320941094
"583",1.83204199154725
"584",11.3507318072522
"585",47.602813111751
"586",140.92680299147
"587",310.027681208803
"588",187.764580174245
"589",144.561602324209
"590",134.340916916063
"591",178.225842776954
"592",184.232932193619
"593",187.126500703787
"594",172.800295292942
"595",215.281582867771
"596",361.301672246917
"597",314.877676088035
"598",202.303754805427
"599",122.322583425476
"600",97.3382501239797
"601",79.0116915504207
"602",57.0819658609042
"603",45.0850707286251
"604",37.1954814850708
"605",29.0268722480955
"606",12.7317495125322
"607",2.34504409786314
"608",3.97944302527962
"609",11.3752557322863
"610",26.785834784308
"611",79.031836398689
"612",141.416905887934
"613",206.723714441399
"614",275.121381702082
"615",320.572918261712
"616",329.71818256485
"617",384.2430402688
"618",358.520183980011
"619",324.347043608069
"620",302.573463515111
"621",253.094523286801
"622",146.22804082303
"623",93.4340106361812
"624",78.5053708094293
"625",73.8195213713263
"626",55.9716434223802
"627",48.4301300455803
"628",34.701748007132
"629",20.2299111259995
"630",9.67713162433238
"631",1.67030362219378
"632",2.91589015824783
"633",7.18833600274556
"634",42.2655501189058
"635",101.429205635279
"636",143.470627433102
"637",203.506524090513
"638",258.131687912795
"639",294.068275247034
"640",321.365099276154
"641",284.696427671473
"642",323.719702578671
"643",262.392416865508
"644",211.028761940399
"645",162.330502890845
"646",99.9040085035462
"647",71.1281032109692
"648",56.0432074907824
"649",32.7896855633023
"650",12.9076112082106
"651",5.79259012198779
"652",3.89108793594802
"653",2.17878977878419
"654",11.8891875762861
"655",74.2750613386849
"656",200.984411264011
"657",332.541147204932
"658",185.698552327324
"659",115.112367178797
"660",126.324052088491
"661",213.805302540939
"662",168.044564578781
"663",186.731887791935
"664",172.327657109698
"665",239.437253617483
"666",471.256233254292
"667",474.066742712476
"668",313.318622077135
"669",184.587708416792
"670",136.614731707187
"671",80.9196463488593
"672",37.9442774696917
"673",13.6497728292547
"674",5.96990265972393
"675",3.00214769039952
"676",1.88166028529325
"677",1.51403968124576
"678",13.6322163264324
"679",78.4698964179723
"680",197.668874908408
"681",334.02361502058
"682",208.00108687884
"683",127.377688071976
"684",126.655874834342
"685",179.130791056743
"686",169.334686154118
"687",169.448446164797
"688",168.252928294658
"689",256.051078417372
"690",518.099617336313
"691",513.232674435315
"692",318.618429103425
"693",202.047147114179
"694",147.49094348898
"695",100.796974836949
"696",40.9777820306745
"697",19.2464013952926
"698",9.38802148666034
"699",3.93884206787778
"700",2.98668923182015
"701",2.32962237288305
"702",13.4777465342123
"703",80.9046454657559
"704",221.422842258987
"705",354.699084354696
"706",185.333635519357
"707",95.5263260305962
"708",100.03072636237
"709",135.972107957486
"710",118.834885786305
"711",109.311908324787
"712",45.5504583356586
"713",50.8901419929229
"714",136.835073657223
"715",153.337238459674
"716",115.123966539159
"717",37.9557189243209
"718",41.88560898296
"719",24.091597892868
"720",15.1486249081387
"721",7.63066237231467
"722",2.81690866304809
"723",2.75476953966091
"724",1.59493583399681
"725",1.11687635130889
"726",6.77759165053216
"727",28.470325062877
"728",75.524378204151
"729",226.756014743966
"730",65.746721112322
"731",29.6889869041613
"732",29.7562244108476
"733",40.8359803673
"734",45.9401700393332
"735",36.8508249268412
"736",43.603320702501
"737",90.1907583447008
"738",214.65521621066
"739",199.544313722735
"740",155.659341801528
"741",45.950504438677
"742",58.1539979811289
"743",28.8618007473024
"744",21.3668526864449
"745",20.635700052183
"746",7.62867719605647
"747",4.71502716442067
"748",4.02065938492258
"749",3.1095735307836
"750",16.156250809526
"751",77.9967472603687
"752",267.042143177828
"753",489.576255548041
"754",241.503941333801
"755",119.214230286124
"756",120.422900148095
"757",181.8260629258
"758",167.766668974569
"759",160.222546592548
"760",160.887909484699
"761",242.798752847875
"762",468.224456937204
"763",530.93662167908
"764",369.417710365792
"765",277.253928137467
"766",190.628671974305
"767",135.994704454847
"768",73.237069567308
"769",30.928198379521
"770",12.2208422649343
"771",5.61688880322136
"772",2.62276426583222
"773",2.36686042576432
"774",16.0527785483919
"775",80.4493271909959
"776",242.321758479298
"777",343.569644785245
"778",186.990454834061
"779",101.144647457305
"780",131.150322210161
"781",169.365529511665
"782",164.070872488772
"783",148.084317720267
"784",157.898112871373
"785",238.468854341639
"786",475.765386528827
"787",461.679097246765
"788",307.432897939702
"789",215.274374832444
"790",139.014937923709
"791",117.404067656167
"792",68.9302986595094
"793",29.5102551295634
"794",13.4628532628953
"795",7.38153483059601
"796",3.30699702405207
"797",2.18510915221922
"798",15.9707360093243
"799",75.7355343630569
"800",183.635756471624
"801",331.937510922647
"802",106.443759548322
"803",96.8509309666988
"804",61.8771152160019
"805",74.7801530604643
"806",59.5133532163375
"807",47.5753689500056
"808",65.0181870134561
"809",81.5922162573627
"810",135.295414421526
"811",97.7841906939438
"812",73.1316320634676
"813",46.8926794879468
"814",32.9752681459661
"815",33.5478497231582
"816",34.7258982875012
"817",39.370818592548
"818",27.2386019930556
"819",22.161877818337
"820",10.4759826704041
"821",3.56056487933249
"822",3.58408174075275
"823",9.67548147672809
"824",13.5720524868849
"825",60.4045523160838
"826",85.556540003016
"827",135.587309690748
"828",156.377604897144
"829",232.118795985484
"830",245.113129087153
"831",270.512015790122
"832",307.541494133937
"833",292.531778733493
"834",277.815476253473
"835",232.196344771861
"836",185.564918807544
"837",124.870358832004
"838",112.732294391205
"839",113.949408625272
"840",98.9058348970314
"841",79.4483453222044
"842",61.8847005818431
"843",56.8497736657504
"844",27.3720857085662
"845",7.99763194444606
"846",7.28664238060964
"847",10.7607760769614
"848",27.9931926426934
"849",62.4464956378037
"850",108.54310283546
"851",203.460523633835
"852",282.45735373124
"853",358.946426265949
"854",364.943462356573
"855",335.889322613833
"856",316.589639778112
"857",364.131653699952
"858",295.245266640262
"859",244.777853727402
"860",100.738590871201
"861",79.6531700084702
"862",53.3321089497703
"863",45.3790999228769
"864",34.2208942239956
"865",14.1346667743245
"866",11.0381655469744
"867",7.2446159109713
"868",3.41992695684609
"869",5.55085663883525
"870",20.9169708931454
"871",92.6687927556279
"872",225.463946361953
"873",428.860396248068
"874",202.297361053733
"875",112.620028820082
"876",126.182789525344
"877",179.022804083652
"878",181.504786403311
"879",164.602302147027
"880",181.823112368367
"881",267.675666379174
"882",519.566652865271
"883",494.751826955485
"884",341.855932411056
"885",248.266577481923
"886",164.249420585602
"887",105.278428012621
"888",59.4855612530792
"889",26.9991342829509
"890",12.1092711774154
"891",5.56277245544843
"892",3.32673405842152
"893",4.78802291504594
"894",21.9743120082578
"895",107.60659480141
"896",285.431245642393
"897",449.063507456007
"898",213.92639083125
"899",123.446104540312
"900",133.015307544037
"901",169.972320034406
"902",186.112603853836
"903",156.995139680691
"904",166.343767105649
"905",272.935054943728
"906",521.467358958228
"907",494.859601555453
"908",311.642527875101
"909",234.089325355677
"910",172.408384451119
"911",116.171251583407
"912",69.9791338036942
"913",31.5542639249978
"914",13.1401334469745
"915",6.02304231428025
"916",3.88576401826056
"917",4.34162468511874
"918",21.5186014834427
"919",105.550566146164
"920",257.850887391183
"921",426.398947092981
"922",179.663456287296
"923",100.713995373543
"924",109.973657487882
"925",166.861433802341
"926",146.128846076431
"927",136.626163353978
"928",161.938351801954
"929",241.044116877021
"930",249.517815350179
"931",250.551067209648
"932",310.566328301636
"933",233.382226357472
"934",165.334894584564
"935",122.592978927788
"936",74.4433840139748
"937",41.0715752818854
"938",14.6363910972322
"939",8.14115313875505
"940",3.96538421869219
"941",4.83325180030428
"942",25.5551791511375
"943",125.598797658847
"944",314.799722112097
"945",495.873818091218
"946",116.276259893179
"947",94.5243832454988
"948",109.643194722537
"949",147.047834677658
"950",137.712266850197
"951",118.641160209083
"952",153.315281938892
"953",220.250879476305
"954",482.960490786137
"955",457.044133136914
"956",330.50604693197
"957",243.458444520883
"958",184.987967786967
"959",132.271982527061
"960",86.7241643860042
"961",40.7394404300868
"962",19.5761583937464
"963",9.1647466956643
"964",4.04425172045877
"965",3.3345959343453
"966",20.1321594365729
"967",100.508572704847
"968",283.891797115863
"969",456.58359053882
"970",254.444822207822
"971",142.52260693996
"972",183.278586332051
"973",210.212622803885
"974",208.163589863712
"975",198.717879259386
"976",184.456148766242
"977",237.890265086733
"978",392.503508132196
"979",349.281083335187
"980",215.28849192462
"981",157.842791569917
"982",122.726148782697
"983",102.783046291347
"984",82.5497585353931
"985",60.8372722310399
"986",47.7286095005735
"987",35.4517795411891
"988",14.6065953806377
"989",4.0231455488703
"990",5.25678471621813
"991",15.0076279679323
"992",33.4142475100214
"993",82.4736587041498
"994",137.279219505564
"995",212.054003824878
"996",277.562561183913
"997",317.758775138223
"998",340.733803648117
"999",361.363196764086
"1000",362.856750851204
"1001",332.697487750836
"1002",307.681988881189
"1003",259.215167026338
"1004",227.112992491398
"1005",130.442905225795
"1006",105.818463973631
"1007",97.9514591985718
"1008",88.3030299219746
"1009",35.9136195350252
"1010",18.8561317788165
"1011",10.3394724516745
"1012",5.20532366704365
"1013",4.08649237697658
"1014",19.7452160586055
"1015",83.0398217014663
"1016",237.828994836747
"1017",497.579797864118
"1018",222.175769120758
"1019",128.239236591881
"1020",144.105336547644
"1021",186.154617486664
"1022",115.644134796852
"1023",183.041125050189
"1024",181.365849549697
"1025",253.982950062833
"1026",523.82576060888
"1027",391.690680211379
"1028",296.909936127909
"1029",196.199858618394
"1030",149.234071762319
"1031",155.047324319986
"1032",98.8841330631752
"1033",80.1564131777792
"1034",68.7215848445517
"1035",47.0210678174506
"1036",19.7579217863938
"1037",6.10850748894878
"1038",6.28204051771166
"1039",16.966592896775
"1040",41.8983087624982
"1041",98.8440919431172
"1042",154.642569931432
"1043",236.149668960006
"1044",302.170465684329
"1045",375.847558179681
"1046",385.55841918581
"1047",400.296190988497
"1048",379.618218927968
"1049",344.114338688381
"1050",316.587895429252
"1051",274.369994178272
"1052",259.862800587649
"1053",222.068957393488
"1054",160.446123449864
"1055",137.437582727647
"1056",122.841586493179
"1057",84.5485965174491
"1058",67.4617753681999
"1059",60.9831694631081
"1060",28.1301966153146
"1061",9.46067296822251
"1062",7.24392678505255
"1063",10.7072301289101
"1064",28.4330723830088
"1065",75.0784321118349
"1066",132.821305133811
"1067",226.695603976798
"1068",310.530149457294
"1069",350.076524765536
"1070",325.785772165739
"1071",167.637829673978
"1072",297.379773098163
"1073",344.713190570564
"1074",316.330209257244
"1075",250.558932009776
"1076",212.742470704208
"1077",166.027392332202
"1078",120.87874330448
"1079",96.2241017406708
"1080",57.4571791835548
"1081",24.7509303645855
"1082",11.5748450219299
"1083",4.10700438178614
"1084",2.17121364714594
"1085",5.62446095864442
"1086",23.7788074873313
"1087",100.078815351364
"1088",247.675072178622
"1089",447.149627128705
"1090",192.03183473511
"1091",114.51267248579
"1092",138.368288436833
"1093",181.104397822089
"1094",178.498940442018
"1095",149.063789915366
"1096",163.68579210215
"1097",257.49532392
"1098",305.538081814313
"1099",507.959917496601
"1100",385.177356007333
"1101",238.175392523831
"1102",171.771504706155
"1103",114.632860192045
"1104",64.724668192
"1105",25.139846741151
"1106",11.3662774628359
"1107",5.91824564875564
"1108",3.44267109793791
"1109",5.84239743590058
"1110",22.645839080592
"1111",104.322589277327
"1112",198.512670022703
"1113",283.746516066712
"1114",204.548972968294
"1115",133.035722441551
"1116",148.264290459783
"1117",181.170305463525
"1118",191.651278937209
"1119",169.542119350436
"1120",102.112382719762
"1121",260.559479935759
"1122",570.869981600021
"1123",543.550941821545
"1124",372.893221953776
"1125",286.895319750249
"1126",194.618386564861
"1127",76.6242526592815
"1128",51.7390604492448
"1129",18.4687533593313
"1130",7.34765663007136
"1131",5.53896577771289
"1132",4.33629036969178
"1133",4.4903616781478
"1134",24.9411895832345
"1135",112.923979132219
"1136",330.619284915622
"1137",517.928654559243
"1138",249.960819368053
"1139",132.250734074079
"1140",149.570195839298
"1141",193.53100820331
"1142",174.898284602112
"1143",156.958527154991
"1144",175.497425143749
"1145",260.716192452463
"1146",508.677749608021
"1147",520.821257225518
"1148",398.035493624026
"1149",295.476334289927
"1150",196.692047276516
"1151",150.54790866312
"1152",89.0816489304288
"1153",40.4090087836739
"1154",17.0359898964734
"1155",8.56512006716266
"1156",4.39801869376936
"1157",6.18474609840906
"1158",27.2558329614805
"1159",121.119841837074
"1160",298.850858138945
"1161",505.712738405583
"1162",247.055142802072
"1163",121.19310995041
"1164",155.14811720779
"1165",202.839398091122
"1166",205.329361161842
"1167",173.872057281976
"1168",168.44653535647
"1169",277.622947406377
"1170",565.871323431454
"1171",553.113137179353
"1172",400.251542253772
"1173",320.734706935664
"1174",254.121258452189
"1175",184.655551310066
"1176",120.376404106011
"1177",61.373443549491
"1178",28.8464757514569
"1179",11.8300580740003
"1180",4.93750707678789
"1181",5.94311640099846
"1182",26.9528035643533
"1183",122.131016229052
"1184",315.205354962849
"1185",520.387523776183
"1186",266.269676506924
"1187",154.36587255336
"1188",178.418336383576
"1189",221.540238235076
"1190",233.821486292954
"1191",208.765190209772
"1192",228.514962369898
"1193",308.224946717652
"1194",526.896079306794
"1195",414.286890581384
"1196",153.0691348029
"1197",182.457324608666
"1198",157.63300373272
"1199",150.975247427658
"1200",118.338650792506
"1201",93.2783275159686
"1202",71.6569551724414
"1203",56.0366801571496
"1204",21.9432866463372
"1205",7.59455276804742
"1206",7.34408928527505
"1207",19.2835584475352
"1208",43.8934014307866
"1209",108.632580589255
"1210",155.337858710811
"1211",249.128339440489
"1212",306.436151948673
"1213",373.524824025135
"1214",382.695155728893
"1215",383.231646522281
"1216",386.183822696176
"1217",394.968490905648
"1218",351.608153948523
"1219",300.607069277694
"1220",270.665240197456
"1221",217.508882257685
"1222",166.048221145142
"1223",155.048732761413
"1224",137.107096076748
"1225",110.35398724207
"1226",90.8240372933021
"1227",69.00109208832
"1228",30.2276994180812
"1229",10.0571921889909
"1230",8.75611895069752
"1231",12.183671860226
"1232",29.3930199526134
"1233",69.2659730784926
"1234",107.531576734085
"1235",200.813580149179
"1236",243.134685293912
"1237",345.41513219847
"1238",373.799731069014
"1239",341.414567448349
"1240",346.575715836625
"1241",372.994507109803
"1242",334.862459044185
"1243",270.436320439916
"1244",231.733018838368
"1245",190.251550973583
"1246",143.855528526692
"1247",114.737959248687
"1248",76.69862263304
"1249",62.162620753715
"1250",39.936658883058
"1251",26.6890567735912
"1252",8.89520449555081
"1253",8.80848239031874
"1254",11.1914434906123
"1255",35.069963832917
"1256",88.5389802902247
"1257",173.726866655223
"1258",195.00393193983
"1259",235.478731667203
"1260",281.426725114548
"1261",335.305130329869
"1262",337.010281878968
"1263",299.950764862533
"1264",305.329920229461
"1265",368.732177880249
"1266",386.356465992104
"1267",391.366951277277
"1268",265.023797485121
"1269",320.361541107244
"1270",214.852832289011
"1271",155.604189483666
"1272",84.3963055890795
"1273",33.686355775043
"1274",15.7649114263357
"1275",6.50963600398029
"1276",3.66797741679551
"1277",6.71084560214555
